fb_taxon_id	taxon_name	taxon_uri	phylum	class	order	family	genus	sl_mm	sl_sex	sl_ref	tl_mm	tl_sex	tl_ref	fl_mm	fl_sex	fl_ref	dw_mm	dw_sex	dw_ref	max_weight_g	max_weight_ref	benthic	pelagic	benthopelagic	bathypelagic	pelagic-neritic	pelagic-oceanic	demersal	reef-associated	anadromous	catadromous	amphidromous	potamodromous	limnodromous	oceanodromous	non-migratory	freshwater	brackish	marine	use_fisheries	use_aquaculture	use_gamefish	use_bait	use_aquarium	use_ref	phylo_div	phylo_div_ref	troph_level	troph_level_se	troph_level_ref	resil	resil_ref	resil_K	resil_tm	resil_tmax	resil_fec	vulnerab	vulnerab_ref	price	price_ref	main_ref
23788	Ernogrammus hexagrammus	http://www.fishbase.org/summary/speciessummary.php?id=23788	Chordata	Actinopterygii	Perciformes	Stichaeidae	Ernogrammus	150	male/unsexed	559																		1											1							0.6250	82805	3.3	0.5	69278	1.4 - 4.4 years	120179					37	59153			559
62025	Moema nudifrontata	http://www.fishbase.org/summary/speciessummary.php?id=62025	Chordata	Actinopterygii	Cyprinodontiformes	Rivulidae	Moema																	1													1									0.5005	82805	3.3	0.4	69278	less than 15 months	120179					10	59153			50838
1313	Colletteichthys dussumieri	http://www.fishbase.org/summary/speciessummary.php?id=1313	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Colletteichthys				270	male/unsexed	3316															1											1	minor commercial					3316	0.6250	82805	3.5	0.5	69278	1.4 - 4.4 years	120179					36	59153	unknown	80766	3316
6887	Haplochromis bicolor	http://www.fishbase.org/summary/speciessummary.php?id=6887	Chordata	Actinopterygii	Perciformes	Cichlidae	Haplochromis	150	male/unsexed	26184																		1									1									0.5000	82805	3.6	0.50	69278	less than 15 months	120179					21	59153			5662
54942	Psettina senta	http://www.fishbase.org/summary/speciessummary.php?id=54942	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Psettina	77.4																				1											1							0.5010	82805	3.5	0.4	69278	less than 15 months	120179					24	59153			33373
27788	Coloconger meadi	http://www.fishbase.org/summary/speciessummary.php?id=27788	Chordata	Actinopterygii	Anguilliformes	Colocongridae	Coloconger				377	male/unsexed	13608																										1							0.5156	82805	3.7	0.6	69278		120179					30	59153			13608
56128	Cobitis simplicispina	http://www.fishbase.org/summary/speciessummary.php?id=56128	Chordata	Actinopterygii	Cypriniformes	Cobitidae	Cobitis	75	male/unsexed	33850														1													1									0.5000	82805	3.3	0.4	69278	1.4 - 4.4 years	120179					29	59153			33850
56062	Triplophysa robusta	http://www.fishbase.org/summary/speciessummary.php?id=56062	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Triplophysa	158	male/unsexed	35840														1													1									0.5000	82805	3.1	0.4	69278	1.4 - 4.4 years	120179					33	59153			33800
11369	Barbus humilis	http://www.fishbase.org/summary/speciessummary.php?id=11369	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus				56	male/unsexed	2801											1													1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					11	59153			2801
24566	Nemacheilus keralensis	http://www.fishbase.org/summary/speciessummary.php?id=24566	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Nemacheilus	53	male/unsexed	41236														1													1			of no interest				commercial	4832;43641	0.5000	82805	2.8	0.3	69278	less than 15 months	120179					14	59153			4832
2574	Dasyatis sabina	http://www.fishbase.org/summary/speciessummary.php?id=2574	Chordata	Elasmobranchii	Rajiformes	Dasyatidae	Dasyatis													4870	40637							1									1	1	1	of no interest					6902	0.5039	82805	3.5	0.42	69278	more than 14 years	120179	0.26-0.31				76	59153			7251
6058	Salarias fasciatus	http://www.fishbase.org/summary/speciessummary.php?id=6058	Chordata	Actinopterygii	Perciformes	Blenniidae	Salarias				140	male/unsexed	48636																1										1	minor commercial				commercial		0.5001	82805	2.0	0.0	69278	less than 15 months	120179					24	59153	unknown	80766	2334
1017	Conger triporiceps	http://www.fishbase.org/summary/speciessummary.php?id=1017	Chordata	Actinopterygii	Anguilliformes	Congridae	Conger				1000	male/unsexed	5217																1						1				1	subsistence fisheries					3715	0.5000	82805	4.0	0.4	69278	4.5 - 14 years	120179					54	59153	medium	80766	7251
13605	Chiloconger dentatus	http://www.fishbase.org/summary/speciessummary.php?id=13605	Chordata	Actinopterygii	Anguilliformes	Congridae	Chiloconger				300	male/unsexed	9292															1											1							0.7500	82805	3.8	0.7	69278	less than 15 months	120179					25	59153			50529
28218	Laemonema barbatulum	http://www.fishbase.org/summary/speciessummary.php?id=28218	Chordata	Actinopterygii	Gadiformes	Moridae	Laemonema	330	male/unsexed	5951														1															1							0.5000	82805	3.5	0.5	69278	4.5 - 14 years	120179					54	59153			31160
12794	Notolabrus inscriptus	http://www.fishbase.org/summary/speciessummary.php?id=12794	Chordata	Actinopterygii	Perciformes	Labridae	Notolabrus	500	male/unsexed	40611																			1										1							0.5078	82805	3.7	0.5	69278	4.5 - 14 years	120179					58	59153			26203
14320	Scorpaena papillosa	http://www.fishbase.org/summary/speciessummary.php?id=14320	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena				300	male/unsexed	9563															1											1							0.5000	82805	4.0	0.66	69278	1.4 - 4.4 years	120179					45	59153			9563
26474	Moenkhausia intermedia	http://www.fishbase.org/summary/speciessummary.php?id=26474	Chordata	Actinopterygii	Characiformes	Characidae	Moenkhausia	80	male/unsexed	38376														1													1							commercial	1672	0.5000	82805	2.7	0.31	69278		120179					10	59153			38376
46789	Tanyemblemaria alleni	http://www.fishbase.org/summary/speciessummary.php?id=46789	Chordata	Actinopterygii	Perciformes	Chaenopsidae	Tanyemblemaria				54	male/unsexed	11482															1											1							1.0000	82805	3.4	0.5	69278	less than 15 months	120179					10	59153			11482
12690	Acanthistius cinctus	http://www.fishbase.org/summary/speciessummary.php?id=12690	Chordata	Actinopterygii	Perciformes	Serranidae	Acanthistius				500	male/unsexed	2272																1							1			1							0.5005	82805	4.1	0.7	69278	1.4 - 4.4 years	120179					49	59153			5755
9839	Epiplatys phoeniceps	http://www.fishbase.org/summary/speciessummary.php?id=9839	Chordata	Actinopterygii	Cyprinodontiformes	Nothobranchiidae	Epiplatys				60	male/unsexed	27139											1												1	1									0.5000	82805	3.2	0.5	69278	less than 15 months	120179					10	59153			27139
14313	Neosebastes nigropunctatus	http://www.fishbase.org/summary/speciessummary.php?id=14313	Chordata	Actinopterygii	Scorpaeniformes	Neosebastidae	Neosebastes				360	male/unsexed	9563																1										1							0.5002	82805	3.7	0.6	69278		120179					19	59153			54394
4808	Nuchequula blochii	http://www.fishbase.org/summary/speciessummary.php?id=4808	Chordata	Actinopterygii	Perciformes	Leiognathidae	Nuchequula				100	male/unsexed	3424															1				1						1	1	commercial					3424	0.5078	82805	2.9	0.29	69278	less than 15 months	120179					11	59153	high	80766	74926
46367	Minous dempsterae	http://www.fishbase.org/summary/speciessummary.php?id=46367	Chordata	Actinopterygii	Scorpaeniformes	Synanceiidae	Minous				150	male/unsexed	47613															1											1							0.5002	82805	3.8	0.6	69278	1.4 - 4.4 years	120179					29	59153			11441
50011	Chaetostoma aequinoctiale	http://www.fishbase.org/summary/speciessummary.php?id=50011	Chordata	Actinopterygii	Siluriformes	Loricariidae	Chaetostoma	70	male/unsexed	36713																		1									1									0.7500	82805				less than 15 months	120179					10	59153			104644
4901	Boleophthalmus boddarti	http://www.fishbase.org/summary/speciessummary.php?id=4901	Chordata	Actinopterygii	Perciformes	Gobiidae	Boleophthalmus				220	male/unsexed	7050															1				1					1	1	1	of no interest					4833	0.5156	82805	2.0	0.00	69278	less than 15 months	120179					17	59153			5218
10463	Craterocephalus dalhousiensis	http://www.fishbase.org/summary/speciessummary.php?id=10463	Chordata	Actinopterygii	Atheriniformes	Atherinidae	Craterocephalus				80	male/unsexed	6398											1													1			of no interest						0.5000	82805	2.7	0.40	69278	less than 15 months	120179					24	59153			7300
62879	Batasio spilurus	http://www.fishbase.org/summary/speciessummary.php?id=62879	Chordata	Actinopterygii	Siluriformes	Bagridae	Batasio	42	male/unsexed	57570																		1									1									0.5000	82805	3.2	0.3	69278	less than 15 months	120179					10	59153			57570
13964	Gnathophis habenatus	http://www.fishbase.org/summary/speciessummary.php?id=13964	Chordata	Actinopterygii	Anguilliformes	Congridae	Gnathophis				430	male/unsexed	5323															1											1							0.5000	82805	3.9	0.6	69278	1.4 - 4.4 years	120179					32	59153			9563
62123	Coelorinchus sheni	http://www.fishbase.org/summary/speciessummary.php?id=62123	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coelorinchus				420													1															1							0.5000	82805	4.0	0.62	69278	more than 14 years	120179					67	59153			54421
14388	Pempheris klunzingeri	http://www.fishbase.org/summary/speciessummary.php?id=14388	Chordata	Actinopterygii	Perciformes	Pempheridae	Pempheris				180	male/unsexed	9563															1											1							0.5000	82805	3.4	0.5	69278	less than 15 months	120179					25	59153			9563
51327	Bryconamericus stramineus	http://www.fishbase.org/summary/speciessummary.php?id=51327	Chordata	Actinopterygii	Characiformes	Characidae	Bryconamericus	56	male/unsexed	38376														1													1									0.5000	82805	2.7	0.37	69278		120179					10	59153			598
59765	Foa hyalina	http://www.fishbase.org/summary/speciessummary.php?id=59765	Chordata	Actinopterygii	Perciformes	Apogonidae	Foa	47																				1											1							0.5039	82805	3.3	0.5	69278	less than 15 months	120179					10	59153			11356
59960	Parioglossus sinensis	http://www.fishbase.org/summary/speciessummary.php?id=59960	Chordata	Actinopterygii	Perciformes	Ptereleotridae	Parioglossus																					1											1							0.5000	82805	3.1	0.4	69278		120179					10	59153			43002
6656	Chromis chrysura	http://www.fishbase.org/summary/speciessummary.php?id=6656	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	140	male/unsexed	7247																			1							1			1							0.5000	82805	3.0	0.09	69278	less than 15 months	120179					17	59153			7247
24516	Aborichthys elongatus	http://www.fishbase.org/summary/speciessummary.php?id=24516	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Aborichthys	54	male/unsexed	4832																		1									1			of no interest					4832	0.5039	82805	2.8	0.3	69278	less than 15 months	120179					20	59153			4832
6246	Cyprinodon alvarezi	http://www.fishbase.org/summary/speciessummary.php?id=6246	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon				50	male/unsexed	27139											1												1	1									0.5000	82805	2.9	0.4	69278	less than 15 months	120179					11	59153			27139
1557	Sauvagella madagascariensis	http://www.fishbase.org/summary/speciessummary.php?id=1557	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sauvagella	497															1														1	1		commercial						0.7500	82805	3.2	0.3	69278	1.4 - 4.4 years	120179					45	59153	low	80766	33664
583	Thryssa brevicauda	http://www.fishbase.org/summary/speciessummary.php?id=583	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Thryssa	75	male/unsexed	189													1			1												1	1							0.5000	82805	3.2	0.5	69278	less than 15 months	120179					11	59153			9822
61568	Dermogenys collettei	http://www.fishbase.org/summary/speciessummary.php?id=61568	Chordata	Actinopterygii	Beloniformes	Hemiramphidae	Dermogenys																1														1									0.5001	82805	3.1	0.4	69278		120179					10	59153			46206
52687	Cryodraco pappenheimi	http://www.fishbase.org/summary/speciessummary.php?id=52687	Chordata	Actinopterygii	Perciformes	Channichthyidae	Cryodraco																					1											1							0.6250	82805	3.5	0.5	69278	1.4 - 4.4 years	120179					42	59153			26282
13542	Batrachoides walkeri	http://www.fishbase.org/summary/speciessummary.php?id=13542	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Batrachoides	170	male/unsexed	9277																		1											1	of no interest					9277	0.5020	82805	3.5	0.6	69278	1.4 - 4.4 years	120179					36	59153			9277
52152	Haplochromis mbipi	http://www.fishbase.org/summary/speciessummary.php?id=52152	Chordata	Actinopterygii	Perciformes	Cichlidae	Haplochromis	131	male/unsexed	27668																		1									1									0.5000	82805	2.6	0.23	69278	less than 15 months	120179					18	59153			27668
6581	Rhynchopelates oxyrhynchus	http://www.fishbase.org/summary/speciessummary.php?id=6581	Chordata	Actinopterygii	Perciformes	Terapontidae	Rhynchopelates	250	male/unsexed	559														1													1	1	1	commercial	commercial				2118	1.0000	82805	3.6	0.53	69278	1.4 - 4.4 years	120179					32	59153	unknown	80766	559
55349	Coris roseoviridis	http://www.fishbase.org/summary/speciessummary.php?id=55349	Chordata	Actinopterygii	Perciformes	Labridae	Coris	198	male/unsexed	33411																			1										1							0.5000	82805	3.4	0.3	69278	1.4 - 4.4 years	120179					34	59153			33411
61182	Linkenchelys multipora	http://www.fishbase.org/summary/speciessummary.php?id=61182	Chordata	Actinopterygii	Anguilliformes	Synaphobranchidae	Linkenchelys																																1							1.0000	82805	3.8	0.5	69278		120179					45	59153			46206
2289	Copadichromis trimaculatus	http://www.fishbase.org/summary/speciessummary.php?id=2289	Chordata	Actinopterygii	Perciformes	Cichlidae	Copadichromis				196	male/unsexed	4979											1													1							commercial	267;5595	0.5000	82805	3.4	0.5	69278	less than 15 months	120179					22	59153			4979
58052	Hemibagrus furcatus	http://www.fishbase.org/summary/speciessummary.php?id=58052	Chordata	Actinopterygii	Siluriformes	Bagridae	Hemibagrus	150	male/unsexed	38463														1													1									0.5000	82805	3.4	0.5	69278	1.4 - 4.4 years	120179					30	59153			38463
26733	Aequidens patricki	http://www.fishbase.org/summary/speciessummary.php?id=26733	Chordata	Actinopterygii	Perciformes	Cichlidae	Aequidens	116	male/unsexed	9088														1													1							commercial	12251	0.5000	82805	3.7	0.60	69278	1.4 - 4.4 years	120179					15	59153			9088
60657	Cobitis dolichorhynchus	http://www.fishbase.org/summary/speciessummary.php?id=60657	Chordata	Actinopterygii	Cypriniformes	Cobitidae	Cobitis																					1									1									0.5000	82805	3.3	0.4	69278	1.4 - 4.4 years	120179					29	59153			95089
24745	Pterocryptis wynaadensis	http://www.fishbase.org/summary/speciessummary.php?id=24745	Chordata	Actinopterygii	Siluriformes	Siluridae	Pterocryptis				300	male/unsexed	4833															1									1			of no interest					4833	0.5000	82805	3.8	0.61	69278	1.4 - 4.4 years	120179					33	59153			9417
14083	Stellifer fuerthii	http://www.fishbase.org/summary/speciessummary.php?id=14083	Chordata	Actinopterygii	Perciformes	Sciaenidae	Stellifer				200	male/unsexed	9118															1											1	minor commercial					9118	0.5000	82805	3.2	0.32	69278	less than 15 months	120179					16	59153	medium	80766	11482
54842	Parasciadonus pauciradiatus	http://www.fishbase.org/summary/speciessummary.php?id=54842	Chordata	Actinopterygii	Ophidiiformes	Aphyonidae	Parasciadonus	46																															1	of no interest					34024	0.7500	82805	3.2	0.5	69278		120179					10	59153			34024
53578	Nannoptopoma sternoptychum	http://www.fishbase.org/summary/speciessummary.php?id=53578	Chordata	Actinopterygii	Siluriformes	Loricariidae	Nannoptopoma	33	male/unsexed	36885																		1									1									0.7500	82805	2.3	0.1	69278	less than 15 months	120179					10	59153			30778
59296	Callionymus stigmatopareius	http://www.fishbase.org/summary/speciessummary.php?id=59296	Chordata	Actinopterygii	Perciformes	Callionymidae	Callionymus																					1											1							0.5000	82805	3.2	0.4	69278	less than 15 months	120179					20	59153			30501
10978	Centropomus robalito	http://www.fishbase.org/summary/speciessummary.php?id=10978	Chordata	Actinopterygii	Perciformes	Centropomidae	Centropomus				345	male/unsexed	9284										1			1												1	1	commercial		yes			4537;4537	0.5005	82805	3.8	0.59	69278	less than 15 months	120179					19	59153	very high	80766	9284
8988	Porogadus subarmatus	http://www.fishbase.org/summary/speciessummary.php?id=8988	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Porogadus	204	male/unsexed	3686																													1	of no interest					34024	0.5001	82805	3.5	0.6	69278	1.4 - 4.4 years	120179					27	59153			34024
26775	Sundasalanx praecox	http://www.fishbase.org/summary/speciessummary.php?id=26775	Chordata	Actinopterygii	Clupeiformes	Sundasalangidae	Sundasalanx	23	male/unsexed	34809																		1									1									0.5078	82805	3.0	0.3	69278	4.5 - 14 years	120179					10	59153			12693
62397	Placidochromis fuscus	http://www.fishbase.org/summary/speciessummary.php?id=62397	Chordata	Actinopterygii	Perciformes	Cichlidae	Placidochromis	79	male/unsexed	55898														1													1									0.5000	82805	3.3	0.4	69278	less than 15 months	120179					12	59153			55898
5795	Malacanthus brevirostris	http://www.fishbase.org/summary/speciessummary.php?id=5795	Chordata	Actinopterygii	Perciformes	Malacanthidae	Malacanthus				320	male/unsexed	30573																1										1	commercial				commercial	9119;5358	0.6250	82805	3.5	0.37	69278	1.4 - 4.4 years	120179					33	59153	very high	80766	8991
56296	Sarcocheilichthys sinensis fukiensis	http://www.fishbase.org/summary/speciessummary.php?id=56296	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Sarcocheilichthys	131	male/unsexed	33792														1													1																								
8777	Ophthalmotilapia ventralis	http://www.fishbase.org/summary/speciessummary.php?id=8777	Chordata	Actinopterygii	Perciformes	Cichlidae	Ophthalmotilapia				150	male/unsexed	5669															1									1							commercial	2059	0.5625	82805	2.2	0.3	69278	less than 15 months	120179					16	59153			5669
10918	Marcusenius stanleyanus	http://www.fishbase.org/summary/speciessummary.php?id=10918	Chordata	Actinopterygii	Osteoglossiformes	Mormyridae	Marcusenius				210	male/unsexed	42493															1									1									0.5000	82805	3.1	0.4	69278	less than 15 months	120179					20	59153			3203
14499	Phalacronotus bleekeri	http://www.fishbase.org/summary/speciessummary.php?id=14499	Chordata	Actinopterygii	Siluriformes	Siluridae	Phalacronotus	600	male/unsexed	30857																		1					1				1			commercial	experimental				6459;6459	0.5625	82805	4.5	0.80	69278	4.5 - 14 years	120179					60	59153	unknown	80766	12693
23160	Batrichthys albofasciatus	http://www.fishbase.org/summary/speciessummary.php?id=23160	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Batrichthys				120	male/unsexed	4107															1											1							0.7500	82805	3.4	0.5	69278	less than 15 months	120179					26	59153			4107
57759	Schistura quasimodo	http://www.fishbase.org/summary/speciessummary.php?id=57759	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Schistura	49	male/unsexed	43281														1													1									0.5000	82805	3.0	0.3	69278	less than 15 months	120179					13	59153			43281
24355	Gymnothorax prionodon	http://www.fishbase.org/summary/speciessummary.php?id=24355	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Gymnothorax				1500	male/unsexed	30464																1										1							0.5000	82805	4.2	0.7	69278	more than 14 years	120179					84	59153			7300
49485	Austrofundulus transilis	http://www.fishbase.org/summary/speciessummary.php?id=49485	Chordata	Actinopterygii	Cyprinodontiformes	Rivulidae	Austrofundulus				100	male/unsexed	27139											1												1	1							commercial	27139	0.5078	82805	3.3	0.4	69278	less than 15 months	120179					10	59153			27139
63926	Rineloricaria stellata	http://www.fishbase.org/summary/speciessummary.php?id=63926	Chordata	Actinopterygii	Siluriformes	Loricariidae	Rineloricaria	110	male/unsexed	75800																		1									1									0.5000	82805	2.6	0.2	69278		120179					10	59153			75800
11270	Tetraodon fluviatilis	http://www.fishbase.org/summary/speciessummary.php?id=11270	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Tetraodon				170	male/unsexed	4833															1					1				1	1		of no interest				commercial	6028;7020	0.5156	82805	3.4	0.52	69278	less than 15 months	120179					15	59153			12693
24864	Glyptothorax indicus	http://www.fishbase.org/summary/speciessummary.php?id=24864	Chordata	Actinopterygii	Siluriformes	Sisoridae	Glyptothorax	110	male/unsexed	4833														1													1			of no interest					4833	0.5000	82805	3.2	0.4	69278	1.4 - 4.4 years	120179					39	59153			4833
58250	Apristurus internatus	http://www.fishbase.org/summary/speciessummary.php?id=58250	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Apristurus				419														1														1							0.5000	82805	3.8	0.4	69278	more than 14 years	120179					40	59153			39431
53302	Leporinus steindachneri	http://www.fishbase.org/summary/speciessummary.php?id=53302	Chordata	Actinopterygii	Characiformes	Anostomidae	Leporinus																	1													1									0.5000	82805	2.2	0.2	69278	1.4 - 4.4 years	120179					45	59153			36801
46271	Chilodus fritillus	http://www.fishbase.org/summary/speciessummary.php?id=46271	Chordata	Actinopterygii	Characiformes	Chilodontidae	Chilodus	73	male/unsexed	26082													1														1									0.5664	82805	2.9	0.3	69278	less than 15 months	120179					10	59153			26082
10923	Corydoras julii	http://www.fishbase.org/summary/speciessummary.php?id=10923	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	52	male/unsexed	37395																		1									1			of no interest				highly commercial	4537;7319	0.5000	82805	3.0	0.35	69278	less than 15 months	120179					10	59153			37395
8526	Nezumia orbitalis	http://www.fishbase.org/summary/speciessummary.php?id=8526	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia				200	male/unsexed	1371																							1			1	minor commercial					1371	0.5000	82805	3.3	0.1	69278	1.4 - 4.4 years	120179					30	59153	medium	80766	1371
47205	Hymenocephalus heterolepis	http://www.fishbase.org/summary/speciessummary.php?id=47205	Chordata	Actinopterygii	Gadiformes	Macrouridae	Hymenocephalus				145	male/unsexed	26165																										1																						
51155	Moenkhausia atahualpiana	http://www.fishbase.org/summary/speciessummary.php?id=51155	Chordata	Actinopterygii	Characiformes	Characidae	Moenkhausia																	1													1									0.5000	82805	3.3	0.5	69278		120179					10	59153			38376
4359	Calotomus zonarchus	http://www.fishbase.org/summary/speciessummary.php?id=4359	Chordata	Actinopterygii	Perciformes	Scaridae	Calotomus				330	male/unsexed	9710																1										1					commercial	5358	0.5312	82805				less than 15 months	120179					24	59153			525
7113	Neopagetopsis ionah	http://www.fishbase.org/summary/speciessummary.php?id=7113	Chordata	Actinopterygii	Perciformes	Channichthyidae	Neopagetopsis				560	male/unsexed												1															1	of no interest					5200	1.0000	82805	3.4	0.48	69278	1.4 - 4.4 years	120179					47	59153			5200
11312	Holtbyrnia anomala	http://www.fishbase.org/summary/speciessummary.php?id=11312	Chordata	Actinopterygii	Osmeriformes	Platytroctidae	Holtbyrnia	250	male/unsexed	4461															1														1							0.5020	82805	3.3	0.4	69278	1.4 - 4.4 years	120179					18	59153			6682
4498	Lates stappersii	http://www.fishbase.org/summary/speciessummary.php?id=4498	Chordata	Actinopterygii	Perciformes	Latidae	Lates	450	male/unsexed	4967																		1									1			highly commercial					38810	0.5006	82805	4.3	0.3	69278	1.4 - 4.4 years	120179					34	59153	unknown	80766	3636
9391	Mycteroperca fusca	http://www.fishbase.org/summary/speciessummary.php?id=9391	Chordata	Actinopterygii	Perciformes	Serranidae	Mycteroperca				800	male/unsexed	5222							3000	5222							1											1	commercial						0.5000	82805	4.3	0.8	69278	4.5 - 14 years	120179					58	59153	high	80766	5222
23231	Dicrolene quinquarius	http://www.fishbase.org/summary/speciessummary.php?id=23231	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Dicrolene	577	male/unsexed	58167																													1	of no interest					34024	0.5000	82805	3.7	0.6	69278	1.4 - 4.4 years	120179					51	59153			34024
22707	Leptoderma lubricum	http://www.fishbase.org/summary/speciessummary.php?id=22707	Chordata	Actinopterygii	Osmeriformes	Alepocephalidae	Leptoderma	210	male/unsexed	559															1														1							0.5312	82805	3.4	0.5	69278	1.4 - 4.4 years	120179					37	59153			559
16330	Parablennius ruber	http://www.fishbase.org/summary/speciessummary.php?id=16330	Chordata	Actinopterygii	Perciformes	Blenniidae	Parablennius				141	male/unsexed	44329															1											1							0.5000	82805	3.0	0.2	69278	less than 15 months	120179					23	59153			5981
11685	Allocyttus folletti	http://www.fishbase.org/summary/speciessummary.php?id=11685	Chordata	Actinopterygii	Zeiformes	Oreosomatidae	Allocyttus				420	male/unsexed	56467							1300	56467														1				1							0.5635	82805	3.8	0.6	69278	more than 14 years	120179					66	59153			2850
58986	Neocentropogon affinis	http://www.fishbase.org/summary/speciessummary.php?id=58986	Chordata	Actinopterygii	Scorpaeniformes	Tetrarogidae	Neocentropogon																					1											1							0.5156	82805	3.2	0.3	69278	1.4 - 4.4 years	120179					35	59153			36648
61539	Apteronotus eschmeyeri	http://www.fishbase.org/summary/speciessummary.php?id=61539	Chordata	Actinopterygii	Gymnotiformes	Apteronotidae	Apteronotus				304	male/unsexed	50571											1													1									0.5000	82805	3.3	0.3	69278		120179					29	59153			50571
62746	Craterocephalus laisapi	http://www.fishbase.org/summary/speciessummary.php?id=62746	Chordata	Actinopterygii	Atheriniformes	Atherinidae	Craterocephalus	39																1													1									0.5000	82805	3.0	0.4	69278	less than 15 months	120179					17	59153			57052
63144	Oxynoemacheilus simavicus	http://www.fishbase.org/summary/speciessummary.php?id=63144	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Oxynoemacheilus																					1									1									0.5000	82805	2.8	0.3	69278	less than 15 months	120179					15	59153			92318
62968	Apteronotus magoi	http://www.fishbase.org/summary/speciessummary.php?id=62968	Chordata	Actinopterygii	Gymnotiformes	Apteronotidae	Apteronotus																	1													1									0.5000	82805	3.3	0.3	69278		120179					24	59153			57694
53663	Denticetopsis praecox	http://www.fishbase.org/summary/speciessummary.php?id=53663	Chordata	Actinopterygii	Siluriformes	Cetopsidae	Denticetopsis	53	male/unsexed	39603																		1									1									0.5078	82805	3.4	0.4	69278	less than 15 months	120179					10	59153			56045
23988	Labeo nigripinnis	http://www.fishbase.org/summary/speciessummary.php?id=23988	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeo				250	male/unsexed	4832											1													1			of no interest					4832	0.5000	82805				1.4 - 4.4 years	120179					33	59153			4832
24469	Garra gotyla stenorhynchus	http://www.fishbase.org/summary/speciessummary.php?id=24469	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Garra	155	male/unsexed	41236														1													1			of no interest					4832	0.5000	82805				1.4 - 4.4 years	120179					31	59153			110172
5236	Brycinus carolinae	http://www.fishbase.org/summary/speciessummary.php?id=5236	Chordata	Actinopterygii	Characiformes	Alestidae	Brycinus	104	male/unsexed	2880													1														1									0.5000	82805	3.1	0.4	69278	less than 15 months	120179					12	59153	unknown	80766	2880
11098	Alestes stuhlmannii	http://www.fishbase.org/summary/speciessummary.php?id=11098	Chordata	Actinopterygii	Characiformes	Alestidae	Alestes	210	male/unsexed	4967													1														1									0.5078	82805	3.0	0.4	69278	less than 15 months	120179					24	59153			5331
61808	Poecilia boesemani	http://www.fishbase.org/summary/speciessummary.php?id=61808	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Poecilia																	1													1									0.5000	82805	2.6	0.3	69278	less than 15 months	120179					25	59153			50838
62137	Microglanis malabarbai	http://www.fishbase.org/summary/speciessummary.php?id=62137	Chordata	Actinopterygii	Siluriformes	Pseudopimelodidae	Microglanis	50	male/unsexed	54477													1														1									0.5000	82805	3.3	0.4	69278	less than 15 months	120179					10	59153			54477
23653	Callogobius snelliusi	http://www.fishbase.org/summary/speciessummary.php?id=23653	Chordata	Actinopterygii	Perciformes	Gobiidae	Callogobius	33	male/unsexed	38029																			1										1							0.5000	82805	3.2	0.3	69278	less than 15 months	120179					10	59153			559
24	Clupea harengus harengus	http://www.fishbase.org/summary/speciessummary.php?id=24	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupea	450	male/unsexed	37032										1050	6114			1											1			1	1	highly commercial		yes			4931;12253	0.6250	82805	3.4	0.1	69278	1.4 - 4.4 years	120179	0.2-0.6	2-5	25	17,300-301,000	39	59153	low	80766	188
61095	Parapercis fuscolineata	http://www.fishbase.org/summary/speciessummary.php?id=61095	Chordata	Actinopterygii	Perciformes	Pinguipedidae	Parapercis																					1											1							0.5000	82805	3.5	0.4	69278	less than 15 months	120179					23	59153			42740
25011	Lycodes brunneofasciatus	http://www.fishbase.org/summary/speciessummary.php?id=25011	Chordata	Actinopterygii	Perciformes	Zoarcidae	Lycodes				790	male/unsexed	56464							3300	56464							1											1	of potential interest					56464	0.5000	82805	3.3	0.3	69278	more than 14 years	120179					68	59153	high	80766	559
